Date,Forecast,Lower_90,Upper_90,Lower_95,Upper_95
2025-11-11,291.0791135355403,245.72118137011,345.9540388015184,233.41030155394384,361.8593169327026
2025-11-12,292.20205526620214,246.394453075483,349.3553012053228,233.18200791311108,362.7350147096239
2025-11-13,293.2534211004354,247.34877927115036,350.5003965588424,231.62971063411982,365.7853724692959
2025-11-14,294.1036254460922,248.06440586250235,351.288284889544,233.77745813714074,370.01425271535675
2025-11-17,294.890179443148,249.82641204881494,352.42905068921533,234.52483729629205,370.61249596206494
2025-11-18,295.04317006656225,249.02801453347718,355.146412462781,235.19793678995603,373.42481028610615
2025-11-19,296.24337963992843,249.253316779632,358.5587489365204,235.53576849432372,375.91853056781656
2025-11-20,297.66194081339427,249.31853095152871,359.7741549137908,235.04376225781604,377.91594397440167
2025-11-21,298.8440700494924,249.27154026069277,361.3936113667988,236.3804016495535,379.12692246821376
2025-11-24,297.57504158233144,249.19951208239806,363.41857260274725,236.69714775961953,382.02160211546044
2025-11-25,299.52756170620285,249.30456140506863,366.0694800797158,237.94995790016725,383.98239157954515
2025-11-26,299.29672451176964,250.15561783814113,368.1743680194854,236.55099642287308,386.1982073466432
2025-11-27,300.1176084256633,250.51598844659986,369.3556909948659,237.52129149436865,387.9478676843135
2025-11-28,302.0932178265326,251.25968441785426,371.6771447492262,238.46934647062633,388.0791038147449
2025-12-01,302.39184883173186,250.8494711864406,374.15554233746997,240.37772892948846,389.0585028862211
2025-12-02,303.5030462646407,250.13880529116997,375.35190683002605,239.76368555093583,389.3558930100372
2025-12-03,304.4524222297104,250.55331116512983,375.69944652155186,240.17586243615006,391.17731486593107
2025-12-04,304.8156922392443,251.6999812418554,376.2797377243217,240.04176370466797,396.472615356411
2025-12-05,305.75321244520586,252.61661977904689,375.41684124607383,237.94589958467625,398.56352628788323
2025-12-08,305.8831419275043,253.24508121424313,377.89526686319624,239.17904531001477,400.00021373627635
2025-12-09,307.43261053927847,252.99480712307292,379.0793060652396,239.07816265128827,402.29518206171076
2025-12-10,307.5664180949235,253.26511993581056,381.8841574587572,239.74883799491164,405.9897163575206
2025-12-11,308.02297727009045,253.459203666119,381.8898039127375,239.50088975756205,406.95632715823143
2025-12-12,309.27760839532226,253.42554184531315,385.46171155574405,240.25973215176708,411.7376696129339
2025-12-15,309.4536008174024,253.7412263845674,389.98562240271406,239.38516662439528,415.20125150396717
