order,p,d,q,trend_req,trend_used,AIC,BIC,RMSE_test,MSE_test,error
"(1,2,0)",1,2,0,c,c,5400.283349493162,5409.97510924369,199.944655681229,39977.86533548522,ERROR
"(1,2,0)",1,2,0,t,t,5400.283349493162,5409.97510924369,199.944655681229,39977.86533548522,ERROR
"(1,2,0)",1,2,0,ct,ct,5400.283349493162,5409.97510924369,199.944655681229,39977.86533548522,ERROR
"(1,2,0)",1,2,0,d,c,5400.283349493162,5409.97510924369,199.944655681229,39977.86533548522,ERROR
"(0,2,0)",0,2,0,n,n,5685.852356325733,5690.698236200998,212.5374734823018,45172.17763424014,OK
"(0,2,0)",0,2,0,c,c,5685.852356325733,5690.698236200998,212.5374734823018,45172.17763424014,ERROR
"(0,2,0)",0,2,0,t,t,5685.852356325733,5690.698236200998,212.5374734823018,45172.17763424014,ERROR
"(0,2,0)",0,2,0,ct,ct,5685.852356325733,5690.698236200998,212.5374734823018,45172.17763424014,ERROR
"(0,2,0)",0,2,0,d,c,5685.852356325733,5690.698236200998,212.5374734823018,45172.17763424014,ERROR
"(0,0,2)",0,0,2,ct,ct,7115.013770528699,7139.243169905019,28.178656572363128,794.0366862231838,OK
"(0,0,2)",0,0,2,c,c,7486.345747986261,7505.729267487317,72.14144138099007,5204.387564526826,OK
"(0,0,1)",0,0,1,ct,ct,7929.401717759061,7948.789490317403,28.2818628666467,799.8637672078095,OK
"(0,0,2)",0,0,2,t,t,8257.101210834164,8276.48473033522,33.308083554156156,1109.4284300506479,OK
"(0,0,1)",0,0,1,c,c,8367.459083276854,8381.99991269561,72.38458175487429,5239.52767582808,OK
"(0,0,0)",0,0,0,ct,ct,9094.31922505422,9108.863240877949,28.362499295421383,804.4313662827784,OK
"(0,0,1)",0,0,1,t,t,9245.839522440621,9260.380351859378,33.82020066110485,1143.805972757397,OK
"(0,0,0)",0,0,0,c,c,9563.382156367657,9573.07816691681,72.82086346309474,5302.878155510687,OK
"(0,0,2)",0,0,2,n,n,9807.497261525707,9822.034901151499,224.6536312214295,50469.25402097404,OK
"(0,0,2)",0,0,2,d,n,9807.497261525707,9822.034901151499,224.6536312214295,50469.25402097404,OK
"(0,0,0)",0,0,0,t,t,10496.848839443963,10506.544849993115,33.82293526825905,1143.990950160842,OK
"(0,0,1)",0,0,1,n,n,10931.986509970613,10941.680396249783,225.28203397031834,50751.99482980366,OK
"(0,0,1)",0,0,1,d,n,10931.986509970613,10941.680396249783,225.28203397031834,50751.99482980366,OK
"(0,0,0)",0,0,0,n,n,12224.218719688677,12229.066724963253,226.83199776442478,51452.75520980001,OK
"(0,0,0)",0,0,0,d,n,12224.218719688677,12229.066724963253,226.83199776442478,51452.75520980001,OK
