Date,Forecast,Lower_90,Upper_90,Lower_95,Upper_95
2025-11-27,221.04710786839257,189.17236322980833,258.9370576941012,182.78409754053658,269.8155974699084
2025-11-28,220.21778792459634,189.24120553500273,260.29961719502995,181.89056059301487,272.8862126237093
2025-12-01,220.8645828637883,189.40812764884436,261.31950364474983,182.06819874248473,272.882257052355
2025-12-02,220.62109268901793,189.71864452976166,260.9412587067899,181.07254194484148,274.19988502074455
2025-12-03,221.0267408549047,188.6266949140283,261.9706908271435,179.77305868742042,274.77434675272673
2025-12-04,221.27367972526383,188.12151217340298,262.98159607501316,179.07981208864803,273.8873891957466
2025-12-05,221.14634704888937,188.40961700753107,263.28619711061026,179.48677016153542,273.6551224871922
2025-12-08,221.584702485536,187.23043300524003,263.0039385649422,180.0791648915636,275.7998327560846
2025-12-09,222.38456693473228,187.18244103665987,263.78312303798214,179.20175328132527,276.70469801997075
2025-12-10,221.95306641938353,186.98531130613978,264.54436949938076,179.25580734641687,278.3445158449614
2025-12-11,221.46653330446264,186.72793581464393,265.67889656505724,177.63203799539764,277.73955001116076
2025-12-12,221.98253635273085,186.72745262548884,266.2265021411987,179.23699644235106,278.06662093476984
2025-12-15,221.61820019558832,187.13417187308474,267.4111561752713,178.84473057268332,278.2254456979005
2025-12-16,220.5004454749943,186.09682309254262,267.4386900067772,177.7927446692524,279.8113342671727
2025-12-17,220.74005445026557,186.03220507838597,267.360368953784,177.9104734288624,278.0586532577105
2025-12-18,221.26329787697344,185.44121205390067,267.547561695804,177.18799104454433,278.63935426299224
2025-12-19,221.5508873797528,185.38259901156542,266.62076477455264,175.18149120263612,278.6269573675913
2025-12-22,221.64764107785817,184.88623873623345,267.14385472776706,175.80864764192546,279.34799964630815
2025-12-23,220.85175328086478,185.10114698914262,268.8031447326442,175.3312714133601,279.62381735613417
2025-12-24,220.1304154872014,183.98976661960666,269.3279434452528,175.9975602929501,283.0263820435568
2025-12-25,220.80369827818998,184.23207778967026,269.67544856172407,174.73388368576997,282.03283228663764
2025-12-26,220.1631930216687,185.09823273830497,270.13548265991074,175.17556766943812,282.2381977041142
2025-12-29,220.97899131092444,184.07604131470922,269.764922058898,174.16802441038902,282.8436934792734
2025-12-30,220.5321322680196,184.08277817565232,270.99441698545905,173.71091935622582,285.810502163775
2025-12-31,221.16616765783994,183.08093241917027,271.6649058151084,172.6848605529019,285.56851953321006
2026-01-01,220.8637234492482,183.1877207089526,274.10949785936805,173.3647433759403,283.76125985490336
2026-01-02,220.73752081763843,183.05965138940724,274.22381789054856,172.17043248092938,283.9967118607037
2026-01-05,220.47152347408513,182.5525371727203,272.5027120113108,170.4627869676494,285.2326632878702
2026-01-06,219.7491731167139,180.8941905493212,272.5554811381741,171.00579959515377,285.9066973775969
2026-01-07,219.937478180011,181.36165644548137,272.5975919174774,170.94031522301142,285.6554716158147
2026-01-08,219.9801656621753,180.06070186238622,272.0994284616632,171.2148421690045,286.19306513598633
2026-01-09,220.21129188354234,180.36794584541596,272.827185574744,170.47248298900163,286.4483171427804
2026-01-12,219.6304500363135,179.71500384098195,274.04967565562896,169.27729616861558,288.4010350222688
2026-01-13,219.46717072585278,180.5354640158429,275.2241045577772,168.83521144509407,288.7464289575953
2026-01-14,220.13840070719323,179.56381084462203,275.50706171204774,168.8916115207464,291.54810177521375
2026-01-15,219.741191363116,178.89406618114688,275.16678734551147,168.49466665009408,290.9659618701201
2026-01-16,219.67254263392323,178.71415841448325,275.31014752042273,168.50146134802557,291.53185399723435
2026-01-19,220.11066086469023,178.4145976495681,276.1666744084378,169.04553227361316,289.7868248609199
2026-01-20,220.5169388016996,178.77663383850577,276.20585721177537,168.37104414648888,289.47984621530605
2026-01-21,219.25705702678385,177.93744133974565,275.4085781938822,167.8653316732259,289.7404886231751
2026-01-22,220.2703604736225,177.27494014251388,275.3338107791575,167.6731487684431,292.45656662977495
2026-01-23,220.34494932223913,177.87602532664363,275.99536210759914,168.8517253524034,292.80312623334817
2026-01-26,220.19290512125804,177.40905304384762,277.75036362979006,167.87828129053526,294.5193560241481
2026-01-27,220.00686866123874,176.3447765638363,277.7170701280873,168.50360400953073,293.62299035690467
2026-01-28,219.92582434364024,175.6305714825681,278.9808034737707,168.46672809642857,296.413265170443
2026-01-29,219.38094866746297,176.58210187451243,278.5541038048735,167.60748771262809,295.3938624406493
2026-01-30,219.23732640708644,176.65515152255622,280.1667887505657,166.47037765807457,295.51750524924256
2026-02-02,219.18881973373433,176.27359080612877,280.99882025250946,166.7354225126481,298.01785679876843
2026-02-03,220.31721489670264,176.27146203793532,283.9673262402615,166.17108532953102,296.34494682608903
2026-02-04,220.4868239344177,176.39682971539455,283.7549722412861,166.1440369054714,297.77493458258044
2026-02-05,220.98222790081002,176.6349817888222,284.14284701998616,166.7958482579163,297.98953213479535
2026-02-06,220.37765784523134,176.12363249044859,284.858074087402,166.49284225260095,301.4802323957334
2026-02-09,220.540606952178,175.4667873161404,285.69526274670216,166.18378067307484,302.8584903856695
2026-02-10,220.2839909561323,174.9231911644956,285.29795350511233,164.9391499969841,300.3207449245305
